CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
19,13,4,12,2,1,Inter American University of Puerto Rico-Arecibo,www.arecibo.inter.edu/
22,12,4,9,2,1,Inter American University of Puerto Rico-Barranquitas,www.br.inter.edu/
17,13,4,12,2,1,Inter American University of Puerto Rico-Metro,www.metro.inter.edu/
20,12,4,12,2,1,Inter American University of Puerto Rico-Ponce,www.ponce.inter.edu/
20,10,4,9,2,1,Inter American University of Puerto Rico-Fajardo,fajardo.inter.edu/
22,15,4,9,2,1,Inter American University of Puerto Rico-Guayama,www.guayama.inter.edu/
22,12,4,12,2,1,Inter American University of Puerto Rico-Bayamon,bayamon.inter.edu
31,0,4,18,2,1,Inter American University of Puerto Rico-School of Law,www.derecho.inter.edu/inter/
-2,-2,1,-2,3,1,International Technical College,intecpr.com
-2,-2,1,-2,3,1,Liceo de Arte y Tecnologia,www.liceo.edu
-2,-2,1,-2,3,1,Modern Hairstyling Institute-Bayamon,www.modern.edu
-2,-2,1,-2,3,1,Modern Hairstyling Institute-Arecibo,www.modern.edu
26,9,4,12,3,1,National University College,www.nuc.edu
10,4,2,2,3,0,Ponce Paramedical College Inc,www.popac.edu
16,11,4,6,3,1,Ponce Health Sciences University,www.psm.edu
22,10,3,12,1,1,University of Puerto Rico-Aguadilla,https://www.uprag.edu
22,14,3,12,1,1,University of Puerto Rico-Arecibo,www.upra.edu
22,12,3,12,1,1,University of Puerto Rico-Bayamon,www.uprb.edu/
22,7,3,12,1,1,University of Puerto Rico-Carolina,www.uprc.edu/
21,12,3,12,1,1,University of Puerto Rico-Cayey,www.cayey.upr.edu
22,14,3,12,1,1,University of Puerto Rico-Humacao,www.uprh.edu
23,14,3,9,1,1,University of Puerto Rico-Utuado,www.uprutuado.edu
18,12,4,15,1,1,University of Puerto Rico-Mayaguez,www.uprm.edu
25,11,4,9,1,1,University of Puerto Rico-Medical Sciences,www.rcm.upr.edu/
21,14,3,12,1,1,University of Puerto Rico-Ponce,www.uprp.edu
16,14,4,15,1,1,University of Puerto Rico-Rio Piedras,www.uprrp.edu
18,6,4,12,2,1,Universidad Ana G. Mendez-Carolina Campus,une.suagm.edu/
19,15,4,12,2,1,Universidad del Sagrado Corazon,www.sagrado.edu
24,0,4,18,2,1,Seminario Evangelico de Puerto Rico,www.se-pr.edu/
25,9,4,6,2,1,Universidad Central Del Caribe,www.uccaribe.edu/
27,5,4,9,2,1,Universidad Politecnica de Puerto Rico,www.pupr.edu
22,11,4,9,2,1,Pontifical Catholic University of Puerto Rico-Mayaguez,www.pucpr.edu//mayaguez/
17,6,4,15,2,1,Universidad Ana G. Mendez-Gurabo Campus,ut.suagm.edu
1,3,2,2,1,1,College of Micronesia-FSM,www.comfsm.fm
1,3,2,1,1,1,Palau Community College,pcc.palau.edu/
22,7,4,9,1,1,University of the Virgin Islands,www.uvi.edu
15,14,4,17,2,1,Stanford University,www.stanford.edu/
15,14,4,16,1,1,Purdue University-Main Campus,www.purdue.edu
-2,-2,1,-2,1,1,Blue Hills Regional Technical School,www.bluehills.org/postgraduate-practical-nursing-program/
26,11,4,9,2,1,Parker University,www.parker.edu/
20,5,4,9,2,1,EDP University of Puerto Rico Inc-San Juan,www.edpuniversity.edu
10,3,2,1,3,1,ICPR Junior College-General Institutional,www.icprjc.edu
23,7,3,6,2,1,City College-Fort Lauderdale,https://www.citycollege.edu
10,4,2,1,3,1,Meridian College,www.meridian.edu
1,1,2,5,1,1,Georgia State University-Perimeter College,www.gsu.edu
8,1,2,3,1,1,Georgia Piedmont Technical College,www.gptc.edu
-2,-2,1,-2,3,0,Cortiva Institute-Chicago,www.cortiva.com
-2,-2,1,-2,3,1,ETI School of Skilled Trades,www.eticampus.com/
-2,-2,1,-2,3,0,Trend Setters' Academy of Beauty Culture-Elizabethtown,www.trendsettersabc.com
-2,-2,1,-2,3,1,Traxlers School of Hair,traxlerschool.com
10,4,2,1,3,0,Metro Business College-Rolla,www.metrobusinesscollege.edu
10,4,2,1,3,0,Metro Business College-Jefferson City,www.metrobusinesscollege.edu
3,1,2,2,1,1,Warren County Community College,www.warren.edu
21,15,4,8,2,1,St. John's College,www.sjc.edu
24,11,4,8,2,1,Bais Medrash Elyon,https://www.baismedroshelyon.com
19,5,4,6,2,1,Antioch University-Los Angeles,www.antiochla.edu
20,5,4,6,2,1,Antioch University-Santa Barbara,www.antiochsb.edu
19,0,4,18,2,1,Antioch University-New England,www.antiochne.edu
19,5,4,6,2,1,Antioch University-Seattle,www.antiochseattle.edu
20,5,4,6,2,1,Antioch University-Midwest,midwest.antioch.edu/
19,7,4,9,2,1,Mid-America Christian University,www.macu.edu
10,4,2,1,3,1,Platt College,www.plattcolleges.edu
-2,-2,1,-2,3,1,Ponca City Beauty College,www.poncacitybeautycollege.net
-2,-2,1,-2,1,1,Francis Tuttle Technology Center,www.francistuttle.edu
-2,-2,1,-2,1,1,Central Technology Center,www.centraltech.edu
-2,-2,1,-2,3,1,Carrington College-Portland,https://carrington.edu/
-2,-2,1,-2,1,1,Career Technology Center of Lackawanna County,https://ctclc.edu
24,0,4,18,2,1,Houston Graduate School of Theology,www.hgst.edu
3,1,2,3,1,1,Palo Alto College,alamo.edu/pac/
-2,-2,1,-2,3,1,Sebring Career Schools-Huntsville,www.sebringcareerschools.com
-2,-2,1,-2,3,1,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,www.ucastx.com
-2,-2,1,-2,3,1,Central Texas Beauty College-Round Rock,www.centraltexasbeautycollege.com
24,0,4,18,2,1,Unification Theological Seminary,https://WWW.UTS.EDU
7,1,2,3,1,1,Athens Technical College,www.athenstech.edu/
-2,-2,1,-2,1,1,GateWay Community College-Central City,www.maricopaskillcenter.com/
10,4,2,1,3,1,Carrington College-San Leandro,https://carrington.edu/
-2,-2,1,-2,3,1,Headmasters School of Hair Design,www.headmasters.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Nampa,www.tspanampa.com
23,5,3,6,3,1,Beckfield College-Florence,www.beckfield.edu
-2,-2,1,-2,3,1,Dorsey Business Schools-Wayne,www.dorsey.edu
24,5,4,6,2,1,Ecumenical Theological Seminary,www.etseminary.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Saginaw,www.rosseducation.edu
1,2,2,2,1,1,Sussex County Community College,www.sussex.edu
23,13,3,8,2,1,Landmark College,www.landmark.edu
23,5,3,6,3,0,National American University-Independence,www.national.edu/locations/campuses/independence/
24,10,4,8,2,1,Yeshiva Gedolah of Greater Detroit,https://www.yeshivagedolahgreaterdetroit.com
24,5,4,6,2,1,Austin Graduate School of Theology,www.austingrad.edu
2,1,2,5,1,1,Collin County Community College District,www.collin.edu
6,2,2,3,1,1,Owensboro Community and Technical College,https://owensboro.kctcs.edu
-2,-2,1,-2,3,1,Jenny Lea Academy of Cosmetology,www.jennyleaacademy.com
-2,-2,1,-2,3,1,Empire Beauty School-Hurstborne,www.empire.edu
-2,-2,1,-2,3,1,Cloyd's Beauty School 3 Inc,cloydsbeautyschool.com
-2,-2,1,-2,1,1,Moore Norman Technology Center,www.mntc.edu/
-2,-2,1,-2,1,1,Fayette County Career & Technical Institute Practical Nursing Program,www.fayettecti.org
-2,-2,1,-2,1,1,Franklin County Career and Technology Center,www.franklincountylpn.org
-2,-2,1,-2,3,1,Paul Mitchell the School-Knoxville,knoxville.paulmitchell.edu
-2,-2,1,-2,3,1,Ogle School Hair Skin Nails-Hurst,www.ogleschool.edu
13,4,2,1,3,1,FIDM-Fashion Institute of Design & Merchandising-San Diego,www.FIDM.edu
-2,-2,1,-2,1,1,Tennessee College of Applied Technology Nashville,www.tcatnashville.edu
19,13,4,15,3,1,ECPI University,www.ecpi.edu
-2,-2,1,-2,3,1,Branford Hall Career Institute-Jersey City,www.schooliya.com/peg/JerseyCity/index.html
-2,-2,1,-2,3,1,Paul Mitchell the School-Houston,paulmitchell.edu/houston
-2,-2,1,-2,3,1,TDDS Technical Institute,www.tdds.edu
10,4,2,1,3,1,Fortis Institute-Forty Fort,www.fortisinstitute.edu
8,4,2,1,3,1,Laurel Business Institute,laurel.edu
-2,-2,1,-2,3,1,Aviation Institute of Maintenance-Philadelphia,www.aviationmaintenance.edu
10,3,2,1,3,1,Carrington College-Phoenix East,https://carrington.edu/
-2,-2,1,-2,3,1,Dorsey Business Schools-Roseville,www.dorsey.edu
-2,-2,1,-2,3,1,Moler-Pickens Beauty Academy,molerhollywood.com
-2,-2,1,-2,1,1,Red River Technology Center,www.rrtc.edu/
4,2,2,3,1,1,Southern Union State Community College,www.suscc.edu
19,7,4,6,3,1,South University-Columbia,"www.southuniversity.edu/columbia#location=Columbia,%20SC"
-2,-2,1,-2,1,1,Clinton Technical School,clintoncardinals.org
-2,-2,1,-2,1,1,Greene County Career and Technology Center,www.greenectc.org
33,2,2,1,1,1,Lac Courte Oreilles Ojibwa Community College,www.lco.edu
-2,-2,1,-2,3,1,Diesel Driving Academy-Shreveport,www.dda.edu
10,4,2,2,3,1,Pima Medical Institute-Mesa,pmi.edu
26,11,3,6,3,1,Platt College-Los Angeles,www.plattcollege.edu
26,11,3,6,3,1,Platt College-Aurora,www.plattcolorado.edu
17,5,4,15,1,0,Purdue University Global-Davenport,https://www.purdueglobal.edu/campus-locations/davenport-iowa/
22,5,4,6,1,0,Purdue University Global-Cedar Falls,https://www.purdueglobal.edu/campus-locations/cedar-falls-iowa/
-2,-2,1,-2,3,1,Paul Mitchell the School-Boise,paulmitchell.edu/boise/
24,5,0,6,2,0,Christian Life College,www.christianlifecollege.edu
-2,-2,1,-2,3,1,Educators of Beauty College of Cosmetology-Rockford,www.educatorsofbeauty.com
10,2,2,1,3,1,Northwestern College-Southwestern Campus,www.NC.edu
-2,-2,1,-2,3,1,Douglas J Aveda Institute,www.douglasj.edu/
-2,-2,1,-2,3,1,Ross Medical Education Center-Brighton,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Ann Arbor,www.rosseducation.edu
-2,-2,1,-2,3,1,Taylortown School of Beauty Inc,www.dorsey.edu/dsb-taylor-info/
-2,-2,1,-2,1,1,Pike-Lincoln Technical Center,pltc.k12.mo.us
10,4,2,1,3,1,Pennsylvania Institute of Health and Technology,www.piht.edu
24,0,4,18,2,1,Bethel Seminary-San Diego,https://www.bethel.edu
1,2,2,3,1,1,St Charles Community College,www.stchas.edu
17,5,4,12,2,1,Brandman University,www.brandman.edu/
21,14,4,8,1,1,New College of Florida,www.ncf.edu
-2,-2,0,-2,2,1,Montana Bible College,www.montanabiblecollege.edu
-2,-2,1,-2,3,1,Conservatory of Recording Arts and Sciences,www.cras.edu
-2,-2,1,-2,3,1,Adrian's College of Beauty Turlock,www.adrians.edu
-2,-2,1,-2,3,1,California Career School,www.californiacareerschool.edu
-2,-2,1,-2,2,1,Rolf Institute of Structural Integration,www.rolf.org
-2,-2,1,-2,2,1,Sunstate Academy,www.sunstate.edu
-2,-2,1,-2,3,1,Elizabeth Grady School of Esthetics and Massage Therapy,elizabethgrady.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Port Huron,www.rosseducation.edu
-2,-2,1,-2,3,1,Capri Institute of Hair Design-Clifton,www.capriinstitute.com
-2,-2,1,-2,3,1,Raphael's School of Beauty Culture Inc-Alliance,raphaelsbeautyschool.edu
-2,-2,1,-2,1,1,Metro Technology Centers,www.metrotech.edu
23,5,3,6,3,1,Hussian College-Daymar College Bowling Green,www.daymarcollege.edu
6,1,2,2,1,1,Luna Community College,www.luna.edu
-2,-2,1,-2,3,1,Grabber School of Hair Design,grabberschool.edu
24,11,3,8,2,1,Yeshivah Gedolah Rabbinical College,www.lecfl.com
31,0,4,18,1,1,University of the District of Columbia-David A Clarke School of Law,www.law.udc.edu
-2,-2,1,-2,3,1,Raphael's School of Beauty Culture Inc-Brunswick,www.raphaelsbeautyschool.edu
22,7,4,6,2,1,Caribbean University-Ponce,www.caribbean.edu
22,7,4,6,2,1,Caribbean University-Vega Baja,www.caribbean.edu
28,7,4,7,3,1,University of Advancing Technology,www.uat.edu
2,1,2,3,1,1,Paradise Valley Community College,www.pvc.maricopa.edu
3,1,2,4,1,1,Chandler-Gilbert Community College,www.cgc.maricopa.edu
-2,-2,0,-2,2,0,HSHS St. John's Hospital School of Clinical Laboratory Science,https://www.st-johns.org
11,3,2,1,3,0,Madison Media Institute,www.mediainstitute.edu/
-2,-2,1,-2,1,1,Great Plains Technology Center,www.greatplains.edu
-2,-2,1,-2,1,1,Roane-Jackson Technical Center,www.rjtcwv.com
-2,-2,1,-2,1,1,Pioneer Technology Center,pioneertech.edu
-2,-2,1,-2,1,1,Portage Lakes Career Center,www.plcc.edu
-2,-2,1,-2,3,1,Eastern College of Health Vocations-New Orleans,www.easterncollege.edu.
-2,-2,1,-2,3,1,Bell Mar Beauty College,www.bellmar.edu
-2,-2,1,-2,1,1,Caddo Kiowa Technology Center,www.mycktc.com
-2,-2,1,-2,1,1,Center for Instruction Technology & Innovation (CiTi),www.oswegoboces.org/
-2,-2,1,-2,3,1,International School of Skin Nailcare & Massage Therapy,issnschoolspa.com/
-2,-2,1,-2,3,1,Palomar Institute of Cosmetology,pic.edu/
-2,-2,1,-2,1,1,Southern Oklahoma Technology Center,www.sotech.edu
7,4,2,3,3,1,Vista College,vistacollege.edu
-2,-2,1,-2,1,1,Autry Technology Center,autrytech.edu
-2,-2,1,-2,1,1,Greene County Vocational School District,www.greeneccc.com
-2,-2,1,-2,1,1,Canadian Valley Technology Center,www.cvtech.edu
-2,-2,1,-2,1,1,Wilkes-Barre Area Career and Technical Center Practical Nursing,www.wbpracnsg.com
-2,-2,1,-2,1,1,Meridian Technology Center,https://www.meridiantech.edu
-2,-2,1,-2,1,1,Waynesville Career Center,www.waynesville.k12.mo.us/Domain/9
-2,-2,1,-2,3,1,Capitol School of Hairstyling and Esthetics,www.capitollook.com
-2,-2,1,-2,1,1,Morris County Vocational School District,www.mcvts.org/
-2,-2,1,-2,3,1,Ross Medical Education Center-Roosevelt Park,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Kentwood,www.rosseducation.edu
24,7,4,6,2,1,South Florida Bible College and Theological Seminary,www.sfbc.edu
-2,-2,1,-2,3,1,Cloyd's Barber School 2 Inc,cloydsbarberschool.com
-2,-2,1,-2,3,1,Universal Technical Institute of Illinois Inc,www.uti.edu/
23,11,3,13,1,1,Pennsylvania College of Technology,https://www.pct.edu
12,4,2,1,2,1,Commonwealth Institute of Funeral Service,www.commonwealth.edu
12,4,2,1,3,1,Delta College of Arts & Technology,www.deltacollege.com
10,4,2,1,3,1,InterCoast Colleges-Anaheim,www.intercoast.edu
33,6,2,6,1,1,Stone Child College,www.stonechild.edu
30,0,4,18,2,1,New York Academy of Art,www.nyaa.edu
1,2,2,5,1,1,Suffolk County Community College,www3.sunysuffolk.edu
1,1,2,4,1,1,Las Positas College,www.laspositascollege.edu
-2,-2,1,-2,3,1,Blades School of Hair Design,BladesSchool.com
8,1,2,2,1,1,Ogeechee Technical College,www.ogeecheetech.edu
28,10,2,6,2,1,Remington College-Mobile Campus,www.remingtoncollege.edu/mobile-alabama-colleges-campus
23,7,3,6,3,1,Southern Technical College,www.southerntech.edu
-2,-2,1,-2,2,1,Mercy-St Luke's School of Radiologic Technology,https://www.unitypoint.org/cedarrapids/school-of-radiologic-technology.aspx
26,0,4,18,3,1,Southwest Acupuncture College-Santa Fe,www.acupuncturecollege.edu
-2,-2,1,-2,1,1,Northwest Technology Center-Alva,www.nwtech.edu
-2,-2,1,-2,1,1,Mercer County Career Center,www.mercerccc.org
18,7,4,15,1,1,California State University-San Marcos,www.csusm.edu
24,0,4,18,2,0,Baptist Theological Seminary at Richmond,www.btsr.edu
23,5,4,6,1,1,Purdue University Global-Des Moines,https://www.purdueglobal.edu/campus-locations/des-moines-iowa/
-2,-2,1,-2,3,1,Hairmasters Institute of Cosmetology,www.hair-masters.com
-2,-2,1,-2,3,1,Tricoci University of Beauty Cuture LLC-Bloomington,www.tricociuniversity.edu
13,4,2,1,3,1,Interactive College of Technology-Newport,www.ict.edu
8,3,2,1,3,1,Platt College-McCann-Monroe,www.mccann.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Taylor,www.rosseducation.edu
-2,-2,1,-2,3,1,National Tractor Trailer School Inc-Liverpool,www.ntts.edu
13,4,2,1,3,1,Interactive College of Technology,www.ict.edu
-2,-2,1,-2,3,1,Butler Beauty Academy-New Castle Beauty Academy,beautyacademies.net
2,1,2,3,1,1,NorthWest Arkansas Community College,www.nwacc.edu
-2,-2,1,-2,1,1,Brewster Technical College,www.brewster.edu
20,5,4,6,2,1,Hodges University,www.hodges.edu
26,0,4,18,3,1,University of St. Augustine for Health Sciences,www.usa.edu
-2,-2,1,-2,1,1,Capital Area School of Practical Nursing,www.caspn.edu
-2,-2,1,-2,3,1,Hair Professionals Career College,hairpros.edu
-2,-2,1,-2,3,1,Alexandria School of Scientific Therapeutics,www.assti.com
-2,-2,1,-2,3,1,Empire Beauty School-Bloomfield,www.empire.edu
-2,-2,1,-2,1,1,Southwest Technology Center,www.swtech.edu
-2,-2,1,-2,1,1,Western Area Career & Technology Center,www.wactc.net
23,7,3,6,3,1,Hussian College-Daymar College Clarksville,www.daymarcollege.edu/
30,15,3,6,3,1,Nossi College of Art,www.nossi.edu
-2,-2,1,-2,3,1,Seguin Beauty School-New Braunfels,www.seguinbeautyschool.net
10,4,2,2,3,1,Pima Medical Institute-Seattle,pmi.edu
-2,-2,1,-2,1,1,Mineral County Vocational Technical Center,boe.mine.k12.wv.us/mineralcountytechnicalcenter_home.aspx
-2,-2,1,-2,2,1,Hypnosis Motivation Institute,hypnosis.edu/
8,4,2,1,2,0,Los Angeles ORT College-Los Angeles Campus,www.laort.edu
-2,-2,1,-2,3,1,Thanh Le College School of Cosmetology,WWW.thanhlecollege.com
8,1,2,2,1,1,Southeastern Technical College,www.southeasterntech.edu
31,0,4,18,2,1,Massachusetts School of Law,www.mslaw.edu
-2,-2,1,-2,1,1,Community Services Division-Alliance City,www.accrtw.org
-2,-2,1,-2,3,1,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,www.uti.edu/
-2,-2,1,-2,1,1,Erwin Technical College,www.erwin.edu
-2,-2,1,-2,3,1,Rosel School of Cosmetology,www.roselschool.org
12,4,2,1,3,1,Worsham College of Mortuary Science,www.worsham.edu
23,11,4,6,3,1,Bryan University,www.bryanu.edu
26,0,4,18,2,1,Oregon College of Oriental Medicine,ocom.edu
-2,-2,1,-2,1,1,Central Pennsylvania Institute of Science and Technology,www.cpi.edu
-2,-2,1,-2,3,1,Northwest Educational Center,nwec.edu
-2,-2,1,-2,3,1,Sebring Career Schools-Houston,sebringcareerschools.com
-2,-2,1,-2,3,1,PCI Health Training Center,www.pcihealth.edu
23,5,3,6,3,1,Bryant & Stratton College-Solon,https://www.bryantstratton.edu
-2,-2,1,-2,3,1,Hamrick School,https://www.hamrickschool.edu
-2,-2,1,-2,3,1,Alabama State College of Barber Styling,www.ascbs.edu
-2,-2,1,-2,3,1,Fortis College,www.fortis.edu
-2,-2,1,-2,1,1,Downey Adult School,www.das.edu
-2,-2,1,-2,3,1,CRU Institute of Cosmetology and Barbering,www.cruinstitute.com
-2,-2,1,-2,3,1,Modern Technology School,https://www.mtschool.edu
10,4,2,1,3,1,National Career Education,nce.edu/
-2,-2,1,-2,3,1,North-West College-Glendale,www.nw.edu/
23,10,3,6,3,1,Fremont College,https://www.fremont.edu
-2,-2,1,-2,1,1,Pomona Unified School District Adult and Career Education,www.pusd.org/ace
-2,-2,1,-2,3,1,Universal College of Beauty Inc-Los Angeles 2,ucbla.net
9,4,2,1,3,1,IBMC College,www.ibmc.edu
-2,-2,1,-2,3,1,Xenon International Academy-Denver,www.xenonacademy.net
-2,-2,1,-2,3,1,Academy of Cosmetology,FLORIDACOSMETOLOGYSCHOOLS.COM
-2,-2,1,-2,2,1,Sunstate Academy,www.sunstate.edu
10,4,2,2,3,1,Fortis College-Smyrna,Fortis.edu
23,10,3,6,2,0,Remington College-Honolulu Campus,www.remingtoncollege.edu/honolulu-hawaii-colleges-career-schools
7,3,2,1,3,1,Ross College-Quad Cities,www.rosseducation.edu
-2,-2,1,-2,3,1,Pivot Point Academy,www.pivotpoint.edu
-2,-2,1,-2,3,1,Blalock's Professional Beauty College,blalockbeauty.com
-2,-2,1,-2,3,1,Diesel Driving Academy-Baton Rouge,www.dda.edu
-2,-2,1,-2,3,1,New England Hair Academy,www.newenglandhairacademy.com
-2,-2,1,-2,3,1,Rob Roy Academy-Worcester,www.rob-roy.com
-2,-2,1,-2,1,1,Upper Cape Cod Regional Technical School,www.uppercapetech.com
-2,-2,1,-2,3,1,All-State Career-Baltimore,www.allstatecareer.edu
26,0,4,18,2,1,Adler Graduate School,www.alfredadler.edu
-2,-2,1,-2,3,1,Academy of Hair Design-Jackson,www.academyofhair.com
-2,-2,1,-2,3,1,KC's School of Hair Design,www.kcsschoolofhair.com
-2,-2,1,-2,3,1,Lincoln Technical Institute-Moorestown,www.lincolntech.edu/campus/moorestown-nj
-2,-2,1,-2,1,1,Monmouth County Vocational School District,www.mcvsd.org
-2,-2,1,-2,3,0,Beauty School of Middletown,www.thebeautyschoolofmiddletown.com
23,7,3,6,3,1,Bryant & Stratton College-Southtowns,https://www.bryantstratton.edu
-2,-2,1,-2,3,0,Continental School of Beauty Culture-Olean,continentalschoolofbeauty.edu
-2,-2,1,-2,3,1,National Tractor Trailer School Inc-Buffalo,www.ntts.edu
24,11,3,6,2,1,Yeshiva Gedolah Imrei Yosef D'spinka,ygiy.weebly.com
-2,-2,1,-2,1,1,Knox County Career Center,www.KnoxTechnicalCenter.com
-2,-2,1,-2,1,1,Madison Adult Career Center,www.madisonadultcc.org
8,4,2,2,2,1,Remington College-Cleveland Campus,www.remingtoncollege.edu/cleveland-ohio-career-schools-overview
-2,-2,1,-2,3,1,Toledo Academy of Beauty Culture-East,toledoacademyofbeauty.com
-2,-2,1,-2,1,1,U S Grant Joint Vocational School,www.grantcareer.com
-2,-2,1,-2,1,1,Chisholm Trail Technology Center,www.cttc.edu
-2,-2,1,-2,1,1,Gordon Cooper Technology Center,www.gctech.edu
-2,-2,1,-2,1,1,Kiamichi Technology Center-McAlester,www.ktc.edu
7,4,2,1,3,1,YTI Career Institute-Altoona,www.yti.edu
-2,-2,1,-2,1,1,Eastern Center for Arts and Technology,www.eastech.org
-2,-2,1,-2,3,1,Empire Beauty School-Center City Philadelphia,www.empire.edu
26,11,3,6,3,1,CEM College-Humacao,www.cempr.edu
-2,-2,1,-2,3,1,Colegio Mayor de Tecnologia Inc,www.cmtarroyo.com
-2,-2,1,-2,3,1,Institucion Chaviano de Mayaguez,www.mayaguezinstituteoftechnology.com
26,9,3,9,3,1,EDIC College,www.ediccollege.edu
-2,-2,1,-2,3,1,Liceo de Arte-Dise-O y Comercio,www.liceocaguas.com
26,10,3,6,2,1,Universal Technology College of Puerto Rico,www.unitecpr.edu
-2,-2,1,-2,3,1,Academy of Hair Technology,www.hairchamps.com
-2,-2,1,-2,3,1,Mr Wayne's School of Unisex Hair Design,www.misterwaynes.com
-2,-2,1,-2,3,1,Queen City College,www.queencitycollege.com
1,3,2,2,1,1,College of the Marshall Islands,www.cmi.edu
14,10,2,6,2,1,Remington College-Fort Worth Campus,www.remingtoncollege.edu/fort-worth-texas-career-schools-overview
-2,-2,1,-2,3,1,UCAS University of Cosmetology Arts & Sciences,www.ucastx.com
11,4,2,1,3,1,School of Automotive Machinists & Technology,samtech.edu
-2,-2,1,-2,3,1,SW School of Business and Technical Careers-Cosmetology,www.sws.edu
-2,-2,1,-2,3,1,SW School of Business and Technical Careers,www.sws.edu
-2,-2,1,-2,3,1,Texas College of Cosmetology-Abilene,www.texascollegecosmetology.com
23,10,3,6,3,1,Vista College-Online,vistacollege.edu
9,3,2,1,3,1,Centura College-Newport News,www.centuracollege.edu
10,3,2,1,3,1,Centura College-Norfolk,www.centuracollege.edu
-2,-2,1,-2,1,1,Virginia Beach City Public Schools School of Practical Nursing,techcenter.vbschools.com/our_school/programs/licensed_practical_nursing
30,11,3,6,3,1,Northwest College of Art & Design,www.ncad.edu
18,13,4,12,1,1,University of Washington-Bothell Campus,www.uwb.edu
18,13,4,12,1,1,University of Washington-Tacoma Campus,www.tacoma.uw.edu/
-2,-2,1,-2,3,1,Huntington School of Beauty Culture,huntingtonschoolofbeauty.com
7,4,1,1,3,1,Valley College-Beckley,www.valley.edu
10,4,2,1,3,1,Valley College-Martinsburg,www.valley.edu
10,4,1,1,3,0,Valley College-Princeton,www.valley.edu
-2,-2,1,-2,3,1,Bellus Academy-Poway,www.bellusacademy.edu
-2,-2,1,-2,3,1,Capstone College,www.capstonecollege.edu/
10,3,2,1,3,1,Central Coast College,www.centralcoastcollege.edu
26,5,4,6,3,1,Pacific College of Oriental Medicine-San Diego,www.PacificCollege.edu
-2,-2,1,-2,3,1,Artistic Nails and Beauty Academy-Tampa,www.artistic.edu
-2,-2,1,-2,3,1,National Aviation Academy of Tampa Bay,www.naa.edu
-2,-2,1,-2,1,1,Madison Oneida BOCES-Practical Nursing Program,www.moboces.org/programs_services/adulted/health_occupations
-2,-2,1,-2,3,1,Astrodome Career Centers,www.astrodome.edu
13,4,2,1,3,1,Center for Advanced Legal Studies,www.paralegal.edu
-2,-2,1,-2,3,1,Houston Training School-Main Campus,houstontrainingschools.net
33,2,2,1,1,1,Bay Mills Community College,www.bmcc.edu
33,1,2,2,1,1,Fond du Lac Tribal and Community College,www.fdltcc.edu
33,6,3,6,1,1,Northwest Indian College,www.nwic.edu
23,7,3,6,3,1,Provo College,www.provocollege.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Provo,paulmitchell.edu/provo
19,0,4,6,3,1,University of Phoenix-Utah,www.phoenix.edu
-2,-2,1,-2,3,0,Cortiva Institute-Salt Lake,www.steinered.com
-2,-2,1,-2,2,1,CET-Coachella,https://cetweb.edu
-2,-2,1,-2,2,1,CET-Oxnard,https://cetweb.edu
-2,-2,1,-2,2,1,CET-Santa Maria,https://www.cetweb.edu
26,0,4,18,3,1,Colorado School of Traditional Chinese Medicine,www.cstcm.edu
-2,-2,1,-2,3,1,Massage Therapy Institute of Colorado,www.mtic.edu
-2,-2,1,-2,3,1,Michigan College of Beauty-Troy,michigancollegeofbeautytroy.com
-2,-2,1,-2,3,1,Ogle School Hair Skin Nails-Dallas,www.ogleschool.edu
24,0,4,18,2,1,Phoenix Seminary,www.ps.edu/
-2,-2,1,-2,3,1,Faust Institute of Cosmetology-Spirit Lake,www.faustinstitute.com
-2,-2,1,-2,3,1,Cheeks Beauty Academy,cheeksUSA.com
10,3,1,1,3,1,Colorado School of Healing Arts,www.csha.net
-2,-2,1,-2,3,0,Healing Arts Institute,healingartsinstitute.net
-2,-2,1,-2,1,1,Mt. Diablo Adult Education-Mt. Diablo USD,mdae.mdusd.org/
-2,-2,1,-2,3,1,Royale College of Beauty and Barbering,www.rcofb.com
-2,-2,1,-2,1,1,Greater Lowell Technical School,www.gltech.org
-2,-2,1,-2,3,1,Academy of Hair Design-Pearl,www.academyofhair.com
-2,-2,1,-2,3,1,Genesis Career College-Lebanon,www.genesiscareer.edu
-2,-2,1,-2,3,0,Star College of Cosmetology 2,www.starcosmetologyschool.com/
1,3,2,1,1,1,Southwest Collegiate Institute for the Deaf,https://howardcollege.edu/swcid/
10,4,2,1,3,1,Fortis College-Richmond,www.fortis.edu
26,5,4,6,3,1,Midwest College of Oriental Medicine-Racine,www.Acupuncture.edu
10,3,2,3,1,1,Hacienda La Puente Adult Education,www.hlpae.com
-2,-2,1,-2,3,1,La Belle Beauty Academy,www.Labellebeauty.net
