CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
17,14,4,14,2,1,Pepperdine University,www.pepperdine.edu/
21,14,3,11,2,1,Pitzer College,https://www.pitzer.edu
30,10,3,6,3,1,Platt College-San Diego,www.platt.edu
18,15,4,14,2,1,Point Loma Nazarene University,www.pointloma.edu
21,14,3,11,2,1,Pomona College,www.pomona.edu
7,2,2,3,1,1,Porterville College,www.portervillecollege.edu
-2,-2,1,-2,3,1,Professional Institute of Beauty,www.pib.edu
14,5,2,15,1,1,Santa Ana College,www.sac.edu
32,0,4,18,2,1,Pardee RAND Graduate School,www.prgs.edu
-2,-2,1,-2,3,1,Shasta School of Cosmetology,www.shastaschoolofcosmetology.com
18,14,4,14,2,1,University of Redlands,www.redlands.edu
7,1,2,3,1,1,College of the Redwoods,www.redwoods.edu
-2,-2,1,-2,3,1,Salon Success Academy-Upland,www.gotobeautyschool.com
-2,-2,1,-2,3,1,Salon Success Academy-Corona,www.gotobeautyschool.com
14,5,2,12,1,1,Rio Hondo College,www.riohondo.edu
1,1,2,5,1,1,Riverside City College,www.rcc.edu/riverside/
-2,-2,1,-2,3,1,Rosemead Beauty School,rosemeadbeauty.com/home/
26,0,4,18,2,1,Dongguk University-Los Angeles,www.dula.edu
4,1,2,5,1,1,Sacramento City College,www.scc.losrios.edu/
2,1,2,5,1,1,Saddleback College,www.saddleback.edu
26,7,4,9,2,1,Samuel Merritt University,www.samuelmerritt.edu
2,1,2,4,1,1,San Diego City College,www.sdcity.edu/
14,5,2,15,1,1,San Diego Mesa College,www.sdmesa.edu/
5,1,2,4,1,1,San Diego Miramar College,www.sdmiramar.edu
16,15,4,15,1,1,San Diego State University,www.sdsu.edu
16,15,4,13,2,1,University of San Diego,www.sandiego.edu
30,13,4,7,2,1,San Francisco Art Institute,www.sfai.edu
30,14,4,8,2,1,San Francisco Conservatory of Music,https://sfcm.edu
18,11,4,15,1,1,San Francisco State University,www.sfsu.edu
24,0,4,18,2,1,San Francisco Theological Seminary,www.sfts.edu
17,15,4,16,2,1,University of San Francisco,https://www.usfca.edu
31,0,4,18,2,1,San Joaquin College of Law,www.sjcl.edu
4,1,2,5,1,1,San Joaquin Delta College,www.deltacollege.edu/
14,11,2,12,3,1,San Joaquin Valley College-Visalia,www.sjvc.edu
22,13,4,11,2,1,William Jessup University,WWW.JESSUP.EDU
5,1,2,3,1,1,San Jose City College,www.sjcc.edu
18,13,4,15,1,1,San Jose State University,www.sjsu.edu
2,1,2,3,1,1,College of San Mateo,www.collegeofsanmateo.edu
23,11,3,6,3,1,Santa Barbara Business College-Bakersfield,sbbcollege.edu
23,11,3,6,3,1,Santa Barbara Business College-Santa Maria,sbbcollege.edu
2,1,2,4,1,1,Santa Barbara City College,www.sbcc.edu
17,14,4,14,2,1,Santa Clara University,www.scu.edu
14,5,3,15,1,1,Santa Monica College,www.smc.edu
7,1,2,5,1,1,Santa Rosa Junior College,www.santarosa.edu
32,0,4,18,2,1,Saybrook University,www.saybrook.edu
21,14,4,11,2,1,Scripps College,www.scrippscollege.edu
1,2,2,4,1,1,College of the Sequoias,www.cos.edu
24,5,4,7,2,1,Shasta Bible College and Graduate School,www.shasta.edu
14,5,3,12,1,1,Shasta College,www.shastacollege.edu
4,1,2,5,1,1,Sierra College,https://www.sierracollege.edu
-2,-2,1,-2,3,1,Sierra College of Beauty,sierrabeautycollege.net
31,0,4,18,2,1,Trinity Law School,tls.edu
20,13,4,8,2,1,Simpson University,www.simpsonu.edu
9,1,2,2,1,1,College of the Siskiyous,www.siskiyous.edu
-2,-2,1,-2,1,1,Charles A Jones Career and Education Center,www.caj.scusd.edu
14,5,3,12,1,1,Skyline College,skylinecollege.edu
4,1,2,4,1,1,San Bernardino Valley College,www.valleycollege.edu
18,14,4,14,2,1,Saint Mary's College of California,https://www.stmarys-ca.edu
14,5,2,12,1,1,Solano Community College,www.solano.edu
18,13,4,13,1,1,Sonoma State University,www.sonoma.edu
26,0,4,6,2,1,South Baylo University,www.southbaylo.edu
13,3,2,1,3,1,South Coast College,www.SOUTHCOASTCOLLEGE.EDU
20,11,4,11,2,1,Vanguard University of Southern California,https://www.vanguard.edu
10,4,2,2,3,1,Concorde Career College-Garden Grove,https://www.concorde.edu/campus/garden-grove-california
1,1,2,5,1,1,Southwestern College,https://www.swccd.edu
24,0,4,18,2,1,St John's Seminary,www.stjohnsem.edu
24,0,4,18,2,1,Starr King School for the Ministry,www.sksm.edu
26,0,4,18,2,1,Marshall B Ketchum University,www.ketchum.edu
30,11,4,6,2,1,Southern California Institute of Architecture,www.sciarc.edu
15,15,4,16,2,1,University of Southern California,www.usc.edu/
31,0,4,18,2,1,Southwestern Law School,www.swlaw.edu
6,1,2,3,1,1,Taft College,www.taftcollege.edu
24,0,4,18,2,1,Claremont School of Theology,www.cst.edu
21,14,3,8,2,1,Thomas Aquinas College,https://www.thomasaquinas.edu
24,5,4,6,2,1,Epic Bible College,EPIC.edu
-2,-2,1,-2,3,1,United Education Institute-Huntington Park Campus,www.uei.edu/
10,4,2,2,3,1,Concorde Career College-San Bernardino,https://www.concorde.edu/campus/san-bernardino-california
10,4,2,2,3,1,Concorde Career College-North Hollywood,https://www.concorde.edu/campus/north-hollywood-california
1,1,2,4,1,1,Ventura College,www.venturacollege.edu/
31,0,4,18,2,1,The Santa Barbara and Ventura Colleges of Law at Ventura,www.collegesoflaw.edu
8,1,2,4,1,1,Victor Valley College,www.vvc.edu
2,1,2,3,1,1,Berkeley City College,www.berkeleycitycollege.edu/wp/
17,5,4,15,3,1,Walden University,www.waldenu.edu
-2,-2,1,-2,3,1,Waynes College of Beauty,www.waynescollegeofbeauty.com
2,1,2,2,1,1,West Hills College-Coalinga,https://www.westhillscollege.com/coalinga/
14,5,3,12,1,1,West Los Angeles College,www.wlac.edu
2,1,2,3,1,1,West Valley College,www.westvalley.edu
10,3,2,2,3,1,Carrington College-Sacramento,https://carrington.edu/
24,0,4,18,2,1,Westminster Theological Seminary in California,www.wscal.edu
21,14,3,11,2,1,Westmont College,www.westmont.edu
21,12,4,11,2,1,Whittier College,www.whittier.edu
19,11,4,9,2,1,Woodbury University,https://woodbury.edu/
26,0,4,18,2,1,The Wright Institute,www.wi.edu
31,0,4,18,2,1,Thomas Jefferson School of Law,www.tjsl.edu
24,13,3,8,2,1,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,www.yoec.edu/
7,1,2,3,1,1,Yuba College,https://yc.yccd.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Grand Junction,GrandJunctionBeautySchool.com
18,11,4,11,1,1,Adams State University,www.adams.edu
3,1,2,3,1,1,Aims Community College,www.aims.edu
6,1,2,4,1,1,Arapahoe Community College,www.arapahoe.edu
10,4,2,1,3,1,Bel-Rea Institute of Animal Technology,www.bel-rea.com
15,9,4,15,1,1,University of Colorado Denver/Anschutz Medical Campus,www.ucdenver.edu/
16,9,4,15,1,1,University of Colorado Colorado Springs,https://www.uccs.edu
11,4,2,1,3,1,Spartan College of Aeronautics and Technology,www.spartan.edu
15,14,4,16,1,1,University of Colorado Boulder,www.colorado.edu
19,5,4,12,2,1,Colorado Christian University,WWW.CCU.EDU
21,14,4,11,2,1,Colorado College,www.coloradocollege.edu
10,4,2,2,3,1,Concorde Career College-Aurora,https://www.concorde.edu/campus/aurora-colorado
23,5,3,12,1,1,Colorado Mountain College,coloradomtn.edu/
6,1,2,2,1,1,Colorado Northwestern Community College,www.cncc.edu
16,14,4,13,1,1,Colorado School of Mines,www.mines.edu
11,4,2,1,3,1,Colorado School of Trades,https://schooloftrades.edu/about
15,15,4,16,1,1,Colorado State University-Fort Collins,www.colostate.edu
17,7,4,15,3,1,Colorado Technical University-Colorado Springs,www.coloradotech.edu/Colorado-Springs
3,1,2,3,1,1,Community College of Aurora,www.ccaurora.edu
10,4,2,1,2,1,CollegeAmerica-Denver,www.collegeamerica.edu
-2,-2,1,-2,1,1,Technical College of the Rockies,www.dmtc.edu
14,5,3,12,1,1,Community College of Denver,www.ccd.edu
11,4,2,2,3,1,Lincoln College of Technology-Denver,www.lincolntech.edu/campus/denver-co
24,0,4,18,2,1,Denver Seminary,www.denverseminary.edu
16,14,4,13,2,1,University of Denver,www.du.edu
-2,-2,1,-2,1,1,Emily Griffith Technical College,www.emilygriffith.edu
21,13,4,13,1,1,Fort Lewis College,fortlewis.edu/
2,1,2,5,1,1,Front Range Community College,www.frontrange.edu
24,0,4,18,2,1,Iliff School of Theology,www.iliff.edu
-2,-2,1,-2,3,1,International Salon and Spa Academy,www.issaco.edu
5,2,2,2,1,1,Lamar Community College,https://www.lamarcc.edu
20,11,4,13,1,1,Colorado Mesa University,www.coloradomesa.edu
18,7,4,15,1,1,Metropolitan State University of Denver,www.msudenver.edu/
6,1,2,2,1,1,Morgan Community College,https://www.morgancc.edu
19,11,4,7,2,1,Naropa University,www.naropa.edu
24,5,3,6,2,1,Nazarene Bible College,www.nbc.edu
5,2,2,2,1,1,Northeastern Junior College,www.njc.edu
17,13,4,16,1,1,University of Northern Colorado,https://www.unco.edu
2,2,2,2,1,1,Otero Junior College,WWW.OJC.EDU
7,3,2,1,2,0,Altierus Career College-Thornton,https://www.altierus.org/campus/thornton
2,1,2,4,1,1,Pikes Peak Community College,www.ppcc.edu
14,5,3,12,1,1,Pueblo Community College,www.pueblocc.edu
14,5,3,12,1,1,Red Rocks Community College,www.rrcc.edu
17,5,4,12,2,1,Regis University,www.regis.edu/
30,7,4,6,3,1,Rocky Mountain College of Art and Design,www.rmcad.edu
-2,-2,1,-2,2,1,Montessori Education Center of the Rockies,www.mecr.edu
20,11,4,13,1,1,Colorado State University-Pueblo,https://www.csupueblo.edu
-2,-2,1,-2,1,1,Pickens Technical College,www.pickenstech.org
7,4,2,2,3,1,Intellitec College-Colorado Springs,www.IntelliTecCollege.com
7,4,2,2,3,1,Intellitec College-Grand Junction,www.intellitec.edu
6,2,2,2,1,1,Trinidad State Junior College,www.trinidadstate.edu/
21,14,3,14,1,1,United States Air Force Academy,www.usafa.edu
-2,-2,1,-2,3,1,Empire Beauty School-Thornton,www.empire.edu
20,13,4,11,1,1,Western State Colorado University,www.western.edu
19,11,4,10,2,1,Albertus Magnus College,www.albertus.edu
7,1,2,2,1,1,Asnuntuck Community College,www.Asnuntuck.edu
24,10,3,6,2,1,Bais Binyomin Academy,https://baisbinyominacademy.com
-2,-2,1,-2,3,1,Branford Hall Career Institute-Branford Campus,www.schooliya.com/peg/Branford/index.html
17,7,4,13,2,1,University of Bridgeport,www.bridgeport.edu
18,13,4,13,1,1,Central Connecticut State University,www2.ccsu.edu/
21,5,4,6,1,1,Charter Oak State College,https://www.charteroak.edu
-2,-2,1,-2,3,1,Cortiva Institute-Newington,www.ccmt.edu/programs.html
21,14,3,11,2,1,Connecticut College,www.conncoll.edu
-2,-2,1,-2,3,1,Porter and Chester Institute of Branford,www.porterchester.com
15,14,4,17,1,1,University of Connecticut,uconn.edu/
26,5,3,9,2,1,Goodwin College,www.goodwin.edu
-2,-2,1,-2,3,1,Lincoln Technical Institute-East Windsor,www.lincolntech.edu/campus/east-windsor-ct
20,13,4,14,1,1,Eastern Connecticut State University,www.easternct.edu/
18,12,4,14,2,1,Fairfield University,fairfield.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-North Haven,paulmitchell.edu/northhaven
4,1,2,2,1,1,Capital Community College,www.ccc.commnet.edu
27,0,4,18,2,1,Rensselaer at Hartford,ewp.rpi.edu/index.html
-2,-2,1,-2,3,1,American Institute-West Hartford,americaninstitute.com
24,0,4,18,2,1,Hartford Seminary,www.hartsem.edu
17,12,4,14,2,1,University of Hartford,www.hartford.edu
24,5,4,6,2,1,Holy Apostles College and Seminary,www.holyapostles.edu
4,1,2,3,1,1,Housatonic Community College,www.hcc.commnet.edu
4,1,2,3,1,1,Manchester Community College,www.manchestercc.edu/
4,1,2,3,1,1,Naugatuck Valley Community College,www.nv.edu
5,1,2,2,1,1,Middlesex Community College,www.mxcc.edu
22,13,3,8,2,1,Mitchell College,www.mitchell.edu
4,1,2,3,1,1,Three Rivers Community College,www.threerivers.edu
-2,-2,1,-2,3,1,Lincoln Technical Institute-New Britain,www.lincolntech.edu/campus/new-britain-ct
-2,-2,1,-2,3,1,New England Tractor Trailer Training School of Connecticut,WWW.NETTTS.COM
18,12,4,14,2,1,University of New Haven,www.newhaven.edu
5,1,2,3,1,1,Norwalk Community College,https://norwalk.edu
5,1,2,2,1,1,Northwestern Connecticut Community College,www.nwcc.commnet.edu
30,7,3,6,3,1,Paier College of Art Inc,www.paiercollegeofart.edu
-2,-2,1,-2,3,1,Porter and Chester Institute of Stratford,www.porterchester.com
18,5,4,12,3,1,Post University,www.post.edu/
1,1,2,2,1,1,Quinebaug Valley Community College,qvcc.edu
17,14,4,14,2,1,Quinnipiac University,www.qu.edu
17,12,4,14,2,1,Sacred Heart University,www.sacredheart.edu
17,13,4,11,2,1,University of Saint Joseph,https://www.usj.edu
4,1,2,3,1,1,Gateway Community College,www.gatewayct.edu/
18,11,4,13,1,1,Southern Connecticut State University,www.southernct.edu
-2,-2,1,-2,3,1,Stone Academy-West Haven,www.stoneacademy.com
21,14,4,11,2,1,Trinity College,www.trincoll.edu
4,2,2,3,1,1,Tunxis Community College,www.tunxis.edu
22,14,3,11,1,1,United States Coast Guard Academy,https://www.uscga.edu
21,14,4,14,2,1,Wesleyan University,www.wesleyan.edu
19,13,4,13,1,1,Western Connecticut State University,www.wcsu.edu
15,14,4,17,2,1,Yale University,https://www.yale.edu
-2,-2,1,-2,2,1,Margaret H Rollins School of Nursing at Beebe Medical Center,www.beebehealthcare.org/school-nursing
-2,-2,1,-2,3,1,Dawn Career Institute LLC,https://www.dawncareerinstitute.edu
14,5,2,12,1,1,Delaware Technical Community College-Terry,https://www.dtcc.edu
16,10,4,14,1,1,Delaware State University,www.desu.edu
15,14,4,16,1,1,University of Delaware,www.udel.edu/
29,15,4,10,2,1,Goldey-Beacom College,www.gbc.edu
-2,-2,1,-2,3,1,Schilling-Douglas School of Hair Design LLC,schillingdouglas.edu/
22,10,4,11,2,1,Wesley College,www.wesley.edu
17,5,4,12,2,1,Wilmington University,www.wilmu.edu
16,14,4,17,2,1,American University,WWW.AMERICAN.EDU
16,10,4,14,2,1,Catholic University of America,https://www.catholic.edu
19,5,4,9,1,1,University of the District of Columbia,www.udc.edu
24,0,4,18,2,1,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,www.dhs.edu/
16,11,4,11,2,1,Gallaudet University,www.gallaudet.edu
15,15,4,17,2,1,George Washington University,https://www.gwu.edu
15,14,4,17,2,1,Georgetown University,www.georgetown.edu
16,14,4,14,2,1,Howard University,www.howard.edu
19,5,4,6,3,1,Strayer University-District of Columbia,www.strayer.edu/district-columbia/washington
-2,-2,1,-2,2,1,National Conservatory of Dramatic Arts,www.theconservatory.org
19,7,4,9,2,1,Trinity Washington University,www.trinitydc.edu
24,0,4,18,2,1,Wesley Theological Seminary,www.wesleyseminary.edu/
-2,-2,1,-2,1,1,Atlantic Technical College,www.atlantictechnicalcollege.edu
24,6,4,7,2,1,The Baptist College of Florida,www.baptistcollege.edu
17,11,4,13,2,1,Barry University,www.barry.edu
21,10,4,14,2,1,Bethune-Cookman University,www.cookman.edu
18,11,4,11,2,1,Lynn University,www.lynn.edu
-2,-2,1,-2,1,1,North Florida Technical College,www.nftc.edu
14,5,3,12,1,1,Eastern Florida State College,www.easternflorida.edu
14,5,3,15,1,1,Broward College,www.broward.edu
26,7,4,6,2,1,Carlos Albizu University-Miami,www.albizu.edu
23,5,3,12,1,1,College of Central Florida,www.cf.edu
24,11,4,8,2,1,Johnson University Florida,www.johnsonu.edu/Florida/Home.aspx
15,9,4,15,1,1,University of Central Florida,www.ucf.edu/
-2,-2,1,-2,1,1,Charlotte Technical College,www.charlottetechcollege.net
23,5,3,9,1,1,Chipola College,www.chipola.edu
-2,-2,1,-2,1,1,Lorenzo Walker Technical College,lwtc.edu/
23,5,3,12,1,1,Daytona State College,www.DaytonaState.edu
26,7,4,6,3,1,South University-West Palm Beach,"www.southuniversity.edu/west-palm-beach#location=West%20Palm%20Beach,%20FL"
21,14,3,11,2,1,Eckerd College,https://www.eckerd.edu
23,5,3,12,1,1,Florida SouthWestern State College,www.fsw.edu
22,10,3,11,2,1,Edward Waters College,www.ewc.edu
19,14,4,13,2,1,Embry-Riddle Aeronautical University-Daytona Beach,daytonabeach.erau.edu/
16,13,4,13,1,1,Florida Agricultural and Mechanical University,www.famu.edu
16,9,4,15,1,1,Florida Atlantic University,www.fau.edu/
23,5,3,15,1,1,Florida State College at Jacksonville,www.fscj.edu
22,12,4,10,2,1,Flagler College-St Augustine,www.flagler.edu
23,10,3,8,2,1,Florida College,www.floridacollege.edu
10,4,2,2,3,1,Concorde Career Institute-Jacksonville,https://www.concorde.edu/campus/jacksonville-florida
10,4,2,2,3,1,Concorde Career Institute-Miramar,https://www.concorde.edu/campus/miramar-florida?SourceID=GOBRND&opti_ca=184111063&opti_ag=12068405503&opti_ad=229977911707&opti_key=kwd-11641010364&gc
10,4,2,2,3,1,Concorde Career Institute-Tampa,https://www.concorde.edu/campus/tampa-florida
26,5,4,9,2,1,AdventHealth University,www.ahu.edu
16,15,4,14,2,1,Florida Institute of Technology,www.fit.edu
-2,-2,1,-2,3,1,Florida Institute of Ultrasound Inc,www.fiuonline.net
15,9,4,15,1,1,Florida International University,www.fiu.edu
14,5,3,6,1,1,Florida Keys Community College,www.fkcc.edu
22,14,4,11,2,1,Florida Memorial University,www.fmuniv.edu
8,4,2,2,3,1,Florida Career College-Miami,www.floridacareercollege.edu/
-2,-2,1,-2,3,1,Florida School of Massage,floridaschoolofmassage.com/
19,14,4,11,2,1,Florida Southern College,www.flsouthern.edu
15,15,4,15,1,1,Florida State University,www.fsu.edu
23,11,3,12,3,1,Florida Technical College,www.ftccollege.edu
15,15,4,16,1,1,University of Florida,www.ufl.edu/
-2,-2,1,-2,3,1,Fort Pierce Beauty Academy,fpbeauty.com
18,11,4,15,3,1,Full Sail University,www.fullsail.edu
-2,-2,1,-2,1,1,George Stone Technical College,www.georgestonecenter.com
-2,-2,1,-2,1,1,George T Baker Aviation Technical College,https://www.bakeraviationtechcollege.com/
14,5,3,12,1,1,Gulf Coast State College,https://www.gulfcoast.edu/default.htm
1,1,2,5,1,1,Hillsborough Community College,www.hccfl.edu
24,5,3,6,2,1,Hobe Sound Bible College,www.hsbc.edu
-2,-2,1,-2,3,1,Hollywood Institute of Beauty Careers,www.hi.edu
-2,-2,1,-2,3,1,Cortiva Institute-Florida,www.cortiva.com
23,5,3,12,1,1,Indian River State College,www.irsc.edu
-2,-2,1,-2,3,1,International Academy,www.intl-academy.com
30,7,4,9,3,1,AI Miami International University of Art and Design,www.artinstitutes.edu/miami/
18,9,4,13,2,1,Jacksonville University,https://www.ju.edu/index.php
17,6,4,15,2,1,Keiser University-Ft Lauderdale,www.keiseruniversity.edu
-2,-2,1,-2,3,1,La Belle Beauty School,labellebeauty.net
14,5,3,9,1,1,Florida Gateway College,https://www.fgc.edu/
-2,-2,1,-2,1,1,Lake Technical College,www.laketech.org
14,5,3,9,1,1,Lake-Sumter State College,www.lssc.edu
-2,-2,1,-2,1,1,Fort Myers Technical College,www.fortmyerstech.edu
-2,-2,1,-2,1,1,Lively Technical Center,www.livelytech.com
-2,-2,1,-2,1,1,Lindsey Hopkins Technical College,www.lindseyhopkins.edu/
-2,-2,1,-2,3,1,Loraines Academy & Spa,www.genesiscareer.edu/loraines-academy-spa-st-petersburg-fl/
24,5,4,6,2,1,Luther Rice College & Seminary,www.lutherrice.edu
23,5,3,12,1,1,State College of Florida-Manatee-Sarasota,www.scf.edu
-2,-2,1,-2,1,1,Manatee Technical College,manateetech.edu/
-2,-2,1,-2,1,1,Traviss Technical College,www.traviss.edu
-2,-2,1,-2,3,1,Merryfield School of Pet Grooming,www.merryfieldschool.com
22,5,4,6,2,1,Trinity International University-Florida,florida.tiu.edu
-2,-2,1,-2,1,1,Miami Lakes Educational Center and Technical College,miamilakes.edu
23,5,3,15,1,1,Miami Dade College,www.mdc.edu/main/
15,15,4,16,2,1,University of Miami,www.miami.edu/
-2,-2,1,-2,1,1,Orange Technical College-Mid Florida Campus,www.orangetechcollege.net
-2,-2,1,-2,3,0,Beauty Schools of America-Miami,www.bsa.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Jacksonville,paulmitchell.edu/jacksonville
14,5,2,6,1,1,North Florida Community College,https://www.nfcc.edu
17,9,4,16,1,1,University of North Florida,www.unf.edu
16,9,4,16,2,1,Nova Southeastern University,www.nova.edu
23,5,3,12,1,1,Northwest Florida State College,www.nwfsc.edu/
-2,-2,1,-2,1,1,Orange Technical College-Orlando Campus,https://www.orangetechcollege.net
17,13,4,14,2,1,Palm Beach Atlantic University,www.pba.edu
14,5,3,15,1,1,Palm Beach State College,www.palmbeachstate.edu/
14,5,3,12,1,1,Pasco-Hernando State College,https://www.phsc.edu
14,5,3,12,1,1,Pensacola State College,www.pensacolastate.edu
-2,-2,1,-2,1,1,Pinellas Technical College-Clearwater,www.myptc.edu
23,5,3,12,1,1,Polk State College,www.polk.edu
-2,-2,1,-2,1,1,Radford M Locklin Technical Center,www.locklintech.com
24,0,4,18,2,1,Saint Vincent de Paul Regional Seminary,www.svdp.edu
-2,-2,1,-2,1,1,Ridge Technical College,www.ridge.edu/
30,12,3,11,2,1,Ringling College of Art and Design,https://www.ringling.edu
-2,-2,1,-2,1,1,Robert Morgan Educational Center and Technical College,rmec.dadeschools.net
18,12,4,11,2,1,Rollins College,www.rollins.edu
-2,-2,1,-2,1,1,First Coast Technical College,fctc.edu/
18,7,4,15,2,1,Saint Leo University,www.saintleo.edu
23,5,3,15,1,1,St Petersburg College,www.spcollege.edu
-2,-2,1,-2,1,1,Pinellas Technical College-St. Petersburg,www.myptc.edu
14,5,3,12,1,1,Santa Fe College,www.sfcollege.edu
